#TYPE=EXTENDED
#OBSCODE=HRHA
#SOFTWARE=VPhot 3.1
#DELIM=,
#DATE=JD
#OBSTYPE=CCD
#NAME,DATE,MAG,MERR,FILT,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AMASS,GROUP,CHART,NOTES
M15-S248,2455478.64684,-1.033,0.090,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1566,2455478.64684,0.662,0.020,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1564,2455478.64684,0.020,0.011,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S698,2455478.64684,-0.047,0.014,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S441,2455478.64684,-0.768,0.070,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S766,2455478.64684,-2.060,0.019,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S181,2455478.64684,-2.031,0.021,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S159,2455478.64684,-1.790,0.104,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S2198,2455478.64684,0.546,0.033,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S174,2455478.64684,-1.029,0.052,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S504,2455478.64684,0.344,0.078,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S198,2455478.64684,-0.867,0.043,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S464,2455478.64684,-0.310,0.036,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1342,2455478.64684,-2.382,0.043,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-AC492,2455478.64684,-2.588,0.176,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S163,2455478.64684,-2.336,0.092,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
